sample,TOT_DEP,CITY,COUNTY,STATE,OPEN_DT,ZIP5,DEP_YR3,unique_id,INSTITUTION_SIZE,P002001,P002002,P002003,P002004,P002005,P015001,P016001,P017001,P018001,P018002,P018005,P027001,P027002,P027024,P031001,P032001,P033001,H001001,H003001,H003002,H003003,H004001,H004002,H004003,P030001,P030002,P030003,P030004,P030005,P030006,P030007,P030008,P030009,P030010,P030011,P030012,P030013,P030014,P030015,P030016,P032002,P032003,P032004,P032005,P032006,P032007,P032008,P032009,P032010,P032011,P032012,P032013,P035001,P035002,P035003,P035004,P035005,P035006,P035007,P035008,P035009,P035010,P052001,P052002,P052003,P052004,P052005,P052006,P052007,P052008,P052009,P052010,P052011,P052012,P052013,P052014,P052015,P052016,P052017,P053001,P060001,P060002,P060003,P061001,P061002,P061003,P076001,P076002,P076003,P076004,P076005,P076006,P076007,P076008,P076009,P076010,P076011,P076012,P076013,P076014,P076015,P076016,P076017,P077001,P082001,H034001,H034002,H034003,H034004,H034005,H034006,H034007,H034008,H034009,H034010,H040001,H040002,H040003,H040004,H040005,H040006,H040007,H040008,H040009,H040010,H047001,H047002,H047003,H050001,H050002,H050003,H084001,H084002,H084003,H084004,H084005,H084006,H084007,H084008,H084009,H084010,H084011,H084012,H084013,H084014,H084015,H084016,H084017,H084018,H084019,H084020,H084021,H084022,H084023,H084024,H084025,NUM_BANK,NUM_BR,Longitude,Latitude,Column 172
Build,1681781,Washington,District Of Columbia,District Of Colum,02/21/2006,20006,50418,10000110,SMALL,1874,1874,1874,,,669,861,1.29,669,523,146,1874,861,1013,38,83,2.18,705,705,669,36,669,34,635,491,22,22,0,112,21,0,91,0,,0,0,0,357,0,0,435,72,363,49,33,16,7,7,0,0,0,0,491,22,22,0,0,0,0,0,0,469,657,354,24,67,20,64,30,24,30,8,0,8,15,0,0,13,0,5787,657,14,643,657,175,482,34,14,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,21071,8138,654,0,0,5,0,54,218,226,33,118,635,400,19,202,0,0,0,0,0,14,654,647,7,654,637,17,37,0,0,0,0,0,0,0,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,24,-77.04195,38.897567,0.8079103257
Build,447604,Elkton,Cecil,Maryland,06/03/2005,21921,21883,10000063,SMALL,38231,23072,22008,,,13788,37587,2.73,13788,2765,11023,38231,37587,644,10175,32011,3.15,14683,14683,13788,895,13788,9747,4041,18954,17794,15839,1955,107,52,0,8,47,,0,21,21,262,226,523,12055,12,12043,3740,15,3725,1352,21,1331,1284,59,1225,18954,17794,15839,1955,1610,229,68,35,13,1160,13815,747,575,699,622,822,817,829,739,791,1534,1927,1918,901,394,351,149,51362,13815,1387,12428,13815,4566,9249,10284,356,310,305,388,576,575,583,537,595,1135,1674,1655,810,365,314,106,57966,21529,14684,637,1674,1804,2624,2484,1488,1618,996,1359,13822,3404,2109,3871,3997,7,285,0,103,46,14684,14597,87,14684,14589,95,9787,185,128,44,47,48,53,49,89,157,135,312,603,705,1876,1874,1205,674,798,396,213,58,85,25,28,7,10,-75.84294,39.626736,0.8084627264
Validate,,Virginia Bea,Virginia Beach,Virginia,05/02/2005,23456,40512,10000039,SMALL,75824,73656,73656,,,24107,74810,3.1,24107,2886,21221,75824,74810,1014,19810,66936,3.38,25582,25582,24107,1475,24107,18918,5189,39071,37042,32984,4058,203,196,0,0,0,,7,70,72,241,499,944,23739,56,23683,10076,72,10004,2629,43,2586,1683,32,1651,39071,37042,32984,4058,3246,590,141,50,31,2029,24121,753,622,792,975,1356,1396,1486,1398,1611,2954,4115,3773,1458,773,325,334,55124,24121,2636,21485,24121,8703,15418,19945,608,412,517,669,935,1004,1173,1150,1318,2492,3560,3538,1286,719,284,280,58674,20185,25547,1356,4032,4033,9701,4706,990,408,121,200,24094,9645,275,13423,548,0,82,0,37,84,25547,25463,84,25547,25475,72,18982,15,15,6,0,13,57,33,207,599,855,781,926,1813,3690,3176,2583,1651,1371,643,443,52,16,12,25,4,6,-76.06139,36.762459,0.8150331995
Validate,,Charlottesvi,Charlottesvil,Virginia,09/10/2007,22911,12500,10000393,SMALL,12074,8134,8134,,,4311,11809,2.74,4311,810,3501,12074,11809,265,3276,10342,3.16,4491,4491,4311,180,4311,3241,1070,5637,5291,4804,487,48,48,0,0,0,,0,11,0,30,47,210,4132,17,4115,817,14,803,152,0,152,326,17,309,5637,5291,4804,487,430,25,18,14,0,346,4288,174,115,97,224,185,198,179,235,230,364,644,819,279,207,214,124,63673,4288,627,3661,4288,2337,1951,3289,72,55,60,109,119,156,89,148,161,311,575,733,257,174,199,71,70993,29383,4467,352,540,1079,1096,758,321,126,61,134,4285,701,267,2677,451,0,168,0,21,0,4467,4450,17,4467,4451,16,3239,98,24,41,15,0,0,8,5,5,17,57,80,123,276,476,438,382,559,298,189,79,21,25,23,7,10,-78.42042,38.07735,0.8154768196
Validate,,Waynesboro,Waynesboro City,Virginia,08/14/2006,22980,480,10000310,SMALL,30341,24112,0,,,12508,30034,2.4,12508,3303,9205,30341,30034,307,8683,25005,2.88,13274,13274,12508,766,12508,8645,3863,14090,13342,11851,1491,47,10,0,0,0,,37,21,35,225,122,298,10977,43,10934,1821,0,1821,463,0,463,531,4,527,14090,13342,11851,1491,1191,194,60,23,23,748,12504,1123,741,1209,985,889,916,773,895,691,1207,1203,974,481,135,144,138,37519,12504,1198,11306,12504,4606,7898,8771,467,278,634,601,532,639,537,716,507,1042,1108,864,460,121,139,126,44829,19325,13286,307,871,1342,1613,2005,2156,2019,1464,1509,12539,7349,845,2780,1183,0,319,0,41,22,13286,13208,78,13286,13202,84,8625,175,90,115,33,99,62,87,247,443,665,917,976,826,1161,882,638,406,412,150,120,70,22,29,0,8,9,-78.89839,38.076547,0.8163532445
Validate,,Centreville,Fairfax,Virginia,12/21/2005,20121,31612,10000175,LARGE,26043,26043,26043,,,9579,26043,2.72,9579,2098,7481,26043,26043,0,6400,20881,3.26,9730,9730,9579,151,9579,6056,3523,15184,14075,12313,1762,520,91,0,360,24,,36,18,8,176,57,330,6147,37,6110,4205,50,4155,2382,21,2361,2120,412,1708,15184,14075,12313,1762,1362,222,111,31,36,1109,9564,181,90,129,178,246,363,543,528,357,1111,1686,1977,1056,496,460,163,69879,9564,1063,8501,9564,3795,5769,6421,131,66,81,99,98,199,328,279,251,601,1048,1397,829,440,420,154,75651,28688,9732,187,1864,3284,3345,847,88,58,13,46,9572,4725,33,4759,55,0,0,0,0,0,9732,9697,35,9732,9720,12,6001,0,26,19,9,8,10,11,9,34,81,148,70,208,702,1306,1133,722,449,430,570,37,5,14,0,6,8,-77.43964,38.82571,0.819482988
Validate,,Glen Burnie,Anne Arundel,Maryland,01/08/2007,21061,22336,10000258,LARGE,50011,50011,50011,,,19827,49772,2.51,19827,5278,14549,50011,49772,239,12973,39452,3.04,20655,20655,19827,828,19827,10895,8932,26211,24529,21089,3440,574,192,32,57,219,,74,7,49,412,184,456,17605,136,17469,4918,226,4692,1817,23,1794,1415,189,1226,26211,24529,21089,3440,2851,294,121,76,98,1682,19901,1163,823,1012,1301,1381,1280,1407,1396,1111,2351,2462,2532,1019,418,132,113,45646,19901,1574,18327,19901,6486,13415,13163,474,329,541,618,738,799,811,951,902,1700,1903,2058,760,362,122,95,51823,20953,20656,142,638,1064,3773,4906,4550,3572,1355,656,19839,12282,292,5774,1392,0,25,0,24,50,20656,20567,89,20656,20599,57,10884,8,0,18,18,8,0,0,53,7,149,254,447,869,3383,3529,1281,424,327,57,20,23,0,0,9,17,23,-76.6306,39.164158,0.8198141681
Validate,,Manassas,Manassas City,Virginia,12/04/2006,20110,9185,10000350,SMALL,39186,38852,38852,,,13006,38325,2.95,13006,2592,10414,39186,38325,861,9521,32321,3.39,13384,13384,13006,378,13006,9400,3606,20382,18656,15439,3217,606,109,0,63,381,,53,30,21,308,201,560,9280,73,9207,3716,40,3676,3217,50,3167,3609,443,3166,20382,18656,15439,3217,2283,503,193,182,56,1726,13014,357,385,283,542,577,609,566,686,785,1338,1869,2363,1377,516,433,328,62938,13014,1623,11391,13014,4978,8036,9538,175,202,142,222,310,379,403,414,479,977,1428,2038,1258,488,352,271,71654,24618,13370,197,973,1948,4757,2291,1811,793,252,348,12998,6108,82,6406,312,0,54,0,5,31,13370,13362,8,13370,13359,11,9371,92,23,0,0,0,12,8,15,190,463,360,468,517,1009,1351,1326,1401,1454,385,200,44,29,14,10,9,15,-77.47694,38.752269,0.8279624488
Validate,,Frederick,Frederick,Maryland,06/26/2006,21703,11505,10000179,SMALL,26420,24562,24562,,,9649,26330,2.73,9649,2106,7543,26420,26330,90,6826,22043,3.23,10009,10009,9649,360,9649,6857,2792,13996,13254,11571,1683,122,47,0,15,48,,12,0,12,182,10,416,7536,21,7515,2019,0,2019,1589,0,1589,2436,101,2335,13996,13254,11571,1683,1225,312,74,14,58,742,9619,351,248,345,290,410,575,437,654,570,1081,1526,1674,707,319,306,126,58027,9619,1078,8541,9619,3631,5988,6908,108,128,109,162,233,380,325,391,397,759,1183,1401,646,289,284,113,65941,24274,9977,402,1381,2602,3485,1228,331,173,74,301,9592,2301,175,6201,808,0,99,0,0,8,9977,9972,5,9977,9972,5,6830,53,18,29,0,0,0,0,0,26,18,220,521,407,1311,1213,766,676,938,376,132,65,52,9,0,7,8,-77.4539,39.385165,0.8290652302
Validate,,Bristow,Prince Willia,Virginia,01/07/2005,20136,31101,10000009,LARGE,8910,7447,7447,,,2838,8807,3.1,2838,266,2572,8910,8807,103,2432,8110,3.33,2964,2964,2838,126,2838,2737,101,4618,4292,3806,486,99,33,0,8,58,,0,0,0,0,25,202,1383,0,1383,1303,13,1290,884,0,884,846,86,760,4618,4292,3806,486,315,107,28,36,0,326,2886,52,18,36,21,38,29,70,83,79,181,640,646,516,162,207,108,81788,2886,372,2514,2886,1325,1561,2466,36,9,6,39,19,16,53,67,36,164,492,592,468,160,207,102,86122,31020,2966,754,1535,295,192,45,79,27,8,31,2843,2536,8,164,126,0,9,0,0,0,2966,2966,0,2966,2966,0,2763,0,11,0,0,0,0,8,0,0,0,8,0,0,258,352,322,316,850,508,99,31,0,0,0,3,3,-77.56917,38.7475,0.8305133702
Validate,,Greenbelt,Prince George,Maryland,05/29/2007,20770,27975,10000346,SMALL,21186,21175,21175,,,9282,21185,2.28,9282,3264,6018,21186,21185,1,4900,14684,3,10091,10091,9282,809,9282,4239,5043,12171,9747,8472,1275,1688,454,17,1076,93,,48,0,30,307,65,334,5774,252,5522,2730,352,2378,1773,426,1347,1560,658,902,12171,9747,8472,1275,1016,142,33,36,48,2424,9243,516,239,440,399,605,781,784,664,619,905,1077,1075,556,316,169,98,46200,9243,799,8444,9243,3235,6008,4903,237,81,180,139,250,342,379,295,198,590,599,741,405,247,128,92,55343,25268,10080,109,365,355,1543,2742,2334,645,740,1247,9281,4345,135,4425,235,0,0,8,52,81,10080,10044,36,10080,10040,40,4221,8,7,11,6,60,65,79,323,343,436,425,312,254,344,641,363,197,242,105,0,0,0,0,0,7,11,-76.88005,39.00391,0.837595498
Validate,,Hunt Valley,Baltimore,Maryland,10/30/2006,21030,17383,10000266,SMALL,23341,20768,20768,,,10498,23270,2.22,10498,3692,6806,23341,23270,71,5660,16695,2.95,10948,10948,10498,450,10498,4472,6026,13402,12379,11403,976,392,146,27,98,75,,46,0,8,210,54,359,7599,109,7490,3271,94,3177,1338,87,1251,835,102,733,13402,12379,11403,976,843,70,46,5,12,1023,10513,493,371,327,526,900,925,635,470,472,939,1011,1159,761,408,370,746,51206,10513,1069,9444,10513,5108,5405,5772,151,65,89,189,211,355,251,202,222,539,618,892,652,321,335,680,74826,36075,10934,106,497,704,2511,3882,2045,647,170,372,10553,5646,206,3733,922,0,28,0,0,18,10934,10912,22,10934,10934,0,4546,0,6,13,0,13,0,0,0,8,24,56,50,45,287,683,526,572,759,389,473,170,231,178,63,12,15,-76.64114,39.477506,0.840376514
Validate,,Richmond,Richmond,Virginia,09/15/2006,23226,39663,10000295,SMALL,18021,18021,18021,,,7004,15011,2.14,7004,2488,4516,18021,15011,3010,3884,10849,2.79,7299,7299,7004,295,7004,5223,1781,8995,7737,6998,739,148,107,0,0,0,,30,14,72,672,51,301,7606,57,7549,623,67,556,161,24,137,304,0,304,8995,7737,6998,739,619,50,20,0,50,1258,7013,342,223,369,386,524,449,438,425,310,649,700,677,431,312,223,555,50519,7013,880,6133,7013,3931,3082,3920,59,50,149,117,159,158,181,235,203,403,512,424,328,266,188,488,66505,32392,7333,46,87,65,276,215,650,2676,1949,1369,7007,3445,66,1184,2247,12,14,8,31,0,7333,7319,14,7333,7286,47,5241,0,0,0,26,0,19,8,7,110,239,279,403,378,655,724,483,288,266,284,311,193,311,184,73,9,11,-77.51709,37.581696,0.840377525
Validate,,Virginia Bea,Virginia Beach,Virginia,10/11/2005,23462,21422,10000080,SMALL,58852,58852,58852,,,22278,58679,2.63,22278,4889,17389,58852,58679,173,15430,47387,3.07,23316,23316,22278,1038,22278,12833,9445,30634,29024,25239,3785,333,317,0,10,0,,6,48,54,367,325,483,22415,166,22249,5451,19,5432,1157,62,1095,1128,86,1042,30634,29024,25239,3785,3232,319,141,79,14,1610,22433,1292,961,1118,1761,1820,1948,1831,1697,1641,2533,2761,1939,713,181,160,77,41298,22433,1772,20661,22433,6295,16138,15759,653,543,788,1081,1203,1338,1269,1174,1154,1969,2141,1584,568,141,106,47,44208,17958,23416,291,612,1741,8429,5922,4410,1534,307,170,22368,6530,404,14234,1007,0,90,7,29,67,23416,23303,113,23416,23207,209,12771,496,93,59,25,5,0,48,246,390,1032,1413,2038,2026,2688,1041,522,357,177,54,26,5,0,20,10,8,18,-76.15177,36.839648,0.8438949815
Validate,,Strasburg,Shenandoah,Virginia,11/02/2006,22657,7637,10000293,SMALL,7991,4249,0,,,3346,7991,2.39,3346,919,2427,7991,7991,0,2261,6548,2.9,3610,3610,3346,264,3346,2264,1082,4276,4045,3545,500,0,0,0,0,0,,0,0,0,73,51,107,2861,0,2861,601,0,601,176,0,176,531,0,531,4276,4045,3545,500,414,62,11,0,13,231,3385,256,200,208,205,320,255,206,276,232,378,361,260,101,61,40,26,40748,3385,458,2927,3385,1005,2380,2370,48,63,110,92,236,193,171,226,192,318,291,235,85,61,40,9,46009,19449,3649,94,277,286,655,506,362,416,152,901,3404,190,423,1442,1116,6,213,0,14,0,3649,3597,52,3649,3606,43,2317,14,7,0,27,0,0,0,42,127,149,181,306,358,372,322,160,94,67,50,25,0,16,0,0,3,3,-78.36485,39.00127,0.8451584522
Validate,,Forest Hill,Harford,Maryland,09/17/2007,21050,13430,10000395,SMALL,14951,10879,10879,,,5287,14810,2.8,5287,934,4353,14951,14810,141,4186,13358,3.19,5459,5459,5287,172,5287,4600,687,7825,7428,6926,502,28,11,0,0,17,,0,6,0,41,43,279,3173,0,3173,2028,9,2019,1331,0,1331,1014,19,995,7825,7428,6926,502,455,34,0,7,6,397,5266,120,157,113,222,148,180,260,300,308,523,713,1029,620,271,225,77,66352,5266,505,4761,5266,2888,2378,4260,22,59,76,103,119,111,177,213,270,419,625,946,583,263,205,69,73222,27047,5465,469,1070,1031,687,953,555,221,108,371,5306,2175,266,1426,1291,16,118,7,7,0,5465,5447,18,5465,5414,51,4598,8,0,17,37,15,8,0,8,0,16,8,164,98,486,696,749,486,967,355,354,62,57,0,7,6,6,-76.39022,39.574606,0.8457436149
Validate,,Sterling,Loudoun,Virginia,09/27/2007,20166,11942,10000477,LARGE,4030,3818,3818,,,1534,4030,2.63,1534,344,1190,4030,4030,0,1021,3177,3.11,1621,1621,1534,87,1534,1144,390,2310,2125,1898,227,52,32,0,20,0,,0,6,11,6,11,99,1376,0,1376,399,0,399,261,0,261,175,52,123,2310,2125,1898,227,162,25,4,0,36,185,1487,23,12,16,38,28,97,68,110,53,87,283,367,157,58,54,36,67972,1487,140,1347,1487,429,1058,1017,10,6,16,49,34,69,45,74,32,52,187,266,95,42,40,0,65417,29716,1601,405,821,246,39,13,16,36,8,17,1507,1278,29,172,20,0,8,0,0,0,1601,1587,14,1601,1601,0,1079,0,0,10,0,12,0,0,0,0,0,0,0,15,174,134,362,196,72,90,9,0,5,0,0,4,6,-77.43442,39.004276,0.8559073282
Validate,,Rockville,Montgomery,Maryland,09/27/2007,20852,22369,10000476,LARGE,34956,34956,34956,,,15734,34198,2.17,15734,5922,9812,34956,34198,758,8747,25277,2.89,16466,16466,15734,732,15734,8310,7424,18298,13718,12192,1526,3144,531,0,2531,73,,9,0,49,331,81,975,8834,378,8456,4253,839,3414,2827,1214,1613,1409,713,696,18298,13718,12192,1526,1233,138,75,32,48,4580,15694,784,617,425,611,609,734,581,671,547,1291,1552,2308,1527,865,1280,1292,69097,15694,2007,13687,15694,9581,6113,8768,232,204,127,239,226,379,287,256,275,686,813,1350,1026,645,960,1063,84970,42643,16466,785,1008,954,3936,2548,5087,1773,215,160,15732,9531,143,5328,692,0,7,0,25,6,16466,16440,26,16466,16359,107,8325,0,0,12,3,9,10,0,57,150,213,132,245,102,388,465,1068,926,795,820,1556,706,577,67,24,17,24,-77.12261,39.0509,0.8580890612
Validate,,Fredericksbu,Spotsylvania,Virginia,12/10/2007,22407,4263,10000444,SMALL,41472,35235,35235,,,14249,40971,2.88,14249,2451,11798,41472,40971,501,11052,36043,3.26,14958,14958,14249,709,14249,10956,3293,20831,19620,16573,3047,507,280,0,5,202,,20,8,20,167,62,447,10895,33,10862,2664,5,2659,2168,7,2161,4657,462,4195,20831,19620,16573,3047,1879,390,217,122,439,1211,14198,369,383,474,623,662,801,810,875,629,1673,2136,2546,1276,472,256,213,58861,14198,1331,12867,14198,5373,8825,11049,170,215,204,273,392,568,530,591,523,1473,1819,2320,1110,462,241,158,64764,22998,14906,735,3027,3135,4942,2219,263,258,173,154,14203,4322,601,8440,564,8,217,9,6,36,14906,14880,26,14906,14789,117,10909,30,62,39,16,28,58,16,23,60,145,321,528,1117,2651,2497,1331,803,654,269,149,31,49,18,14,11,16,-77.5559,38.271028,0.8682489255
Validate,,Leesburg,Loudoun,Virginia,02/26/2007,20176,15727,10000275,SMALL,19410,16552,16552,,,6695,18940,2.83,6695,1239,5456,19410,18940,470,5018,16278,3.24,7033,7033,6695,338,6695,4672,2023,10301,9467,8274,1193,102,79,0,0,23,,0,3,6,169,66,488,4953,17,4936,2430,0,2430,1152,0,1152,1278,85,1193,10301,9467,8274,1193,958,154,56,25,0,834,6762,172,71,175,209,273,302,212,317,319,539,996,1200,805,408,378,386,71393,6762,852,5910,6762,2882,3880,5061,98,41,123,158,122,244,152,166,176,396,766,883,692,389,343,312,77460,31791,7085,757,1434,1244,1587,1094,267,176,80,446,6733,3450,407,2396,449,0,31,0,0,0,7085,7033,52,7085,7046,39,4691,28,38,0,0,0,14,7,8,16,79,129,32,94,400,591,332,396,688,687,634,194,154,128,42,14,18,-77.54519,39.138978,0.8689377871
Validate,,California,St. Mary's,Maryland,09/17/2007,20619,36367,10000449,SMALL,6139,5045,0,,,2470,6114,2.48,2470,716,1754,6139,6114,25,1604,4951,3.09,2632,2632,2470,162,2470,1879,591,3349,3131,2902,229,25,12,0,7,0,,0,17,8,27,57,84,2595,0,2595,401,13,388,42,0,42,227,12,215,3349,3131,2902,229,192,4,15,18,0,218,2514,74,41,26,91,91,129,88,147,142,304,387,534,255,152,31,22,62296,2514,212,2302,2514,1366,1148,1694,22,16,18,50,54,49,44,84,76,230,244,411,213,137,28,18,72115,27294,2704,56,361,425,936,433,278,129,42,44,2526,288,162,1416,578,0,66,0,16,0,2704,2704,0,2704,2704,0,1884,17,9,8,0,0,7,0,0,26,7,142,14,29,365,285,292,264,248,67,71,15,10,8,0,5,6,-76.52231,38.303103,0.8742940405
Validate,,Norfolk,Norfolk City,Virginia,12/11/2006,23505,401,10000269,SMALL,29621,29621,29621,,,12155,29167,2.4,12155,3967,8188,29621,29167,454,7085,21912,3.09,13388,13388,12155,1233,12155,4463,7692,13807,12192,10149,2043,572,538,0,0,0,,34,19,35,338,366,285,10585,111,10474,1803,155,1648,493,97,396,641,209,432,13807,12192,10149,2043,1697,257,56,26,7,1615,12144,1403,924,1196,1110,1130,1068,684,661,619,1041,819,647,314,166,130,232,31275,12144,831,11313,12144,3325,8819,7158,469,392,595,633,713,647,487,451,407,698,508,475,260,129,99,195,36310,18655,13259,237,918,782,1896,1428,1481,2617,2847,1053,12194,5561,250,4782,1272,0,31,0,171,127,13259,13216,43,13259,13160,99,4421,73,14,8,20,14,12,31,129,260,487,502,488,286,551,343,271,201,219,161,144,58,104,23,22,4,6,-76.28444,36.913147,0.8755621959
Validate,,Alexandria,Fairfax,Virginia,04/06/2006,22306,8754,10000192,LARGE,28249,28249,28249,,,10821,28153,2.6,10821,3017,7804,28249,28153,96,6994,22322,3.19,11101,11101,10821,280,10821,5247,5574,14782,12205,10064,2141,1777,723,15,989,19,,31,25,15,236,75,449,6188,348,5840,4002,445,3557,2324,434,1890,1819,550,1269,14782,12205,10064,2141,1363,489,229,28,32,2577,10835,761,450,486,622,680,562,626,563,473,958,1305,1375,789,566,450,169,51347,10835,1270,9565,10835,3887,6948,7077,273,265,318,381,390,323,306,304,320,605,965,1010,615,459,402,141,60546,24823,11087,91,375,700,2263,3176,2625,1122,522,213,10770,6869,263,3268,296,0,0,17,29,28,11087,11026,61,11087,11065,22,5200,216,234,194,96,68,8,17,56,28,22,19,31,106,329,631,672,622,759,494,419,99,69,0,11,7,8,-77.08666,38.757214,0.8762513318
Validate,,Amherst,Amherst,Virginia,01/25/2007,24521,23378,10000287,SMALL,9859,611,611,,,3862,9660,2.5,3862,994,2868,9859,9660,199,2748,8217,2.99,4259,4259,3862,397,3862,3062,800,4610,4316,3810,506,43,43,0,0,0,,0,0,0,78,52,121,2724,12,2712,1093,0,1093,359,19,340,313,12,301,4610,4316,3810,506,453,33,20,0,0,294,3905,413,302,219,302,256,265,261,234,217,463,370,350,113,40,61,39,38564,3905,428,3477,3905,1262,2643,2829,171,165,145,170,170,188,192,173,162,430,326,328,95,40,45,29,46077,18559,4269,143,387,511,681,817,486,314,252,678,3912,15,208,2389,677,6,578,0,22,17,4269,4169,100,4269,4195,74,3078,76,49,60,23,49,79,86,106,167,247,236,329,226,481,247,234,95,103,96,50,14,19,0,6,5,5,-79.08763,37.616606,0.8820560151
Validate,,Chesapeake,Chesapeake City,Virginia,05/21/2007,23321,14837,10000331,SMALL,30098,27761,27761,,,10685,30081,2.82,10685,1721,8964,30098,30081,17,8635,27151,3.14,11053,11053,10685,368,10685,8250,2435,15062,14345,12953,1392,76,76,0,0,0,,0,0,32,116,109,384,9777,60,9717,3542,8,3534,902,8,894,457,0,457,15062,14345,12953,1392,1181,154,30,13,14,717,10621,390,333,369,554,498,600,702,665,548,1150,1685,1593,829,335,186,184,55785,10621,1031,9590,10621,4537,6084,8666,250,201,238,316,425,472,531,492,379,963,1513,1410,799,314,179,184,60522,22732,11044,335,1120,1535,2347,2642,2251,538,192,84,10672,6145,212,3854,415,0,18,0,18,10,11044,11010,34,11044,11044,0,8238,42,8,10,10,16,22,54,32,229,263,501,564,819,1510,1315,1086,753,532,238,94,73,46,11,10,7,10,-76.41524,36.826239,0.8853546504
Validate,,Hagerstown,Washington,Maryland,03/22/2006,21740,11739,10000150,SMALL,55496,48465,48465,,,21679,51333,2.37,21679,6572,15107,55496,51333,4163,13710,40352,2.94,23126,23126,21679,1447,21679,11595,10084,24254,22116,18966,3150,388,176,0,16,13,,183,52,75,682,245,696,18312,237,18075,2804,70,2734,799,6,793,1643,75,1568,24254,22116,18966,3150,2557,400,84,61,48,2138,21519,2806,1707,1635,1738,1674,1537,1687,1146,1119,2072,2019,1352,468,286,121,152,33704,21519,1607,19912,21519,5583,15936,13685,1022,746,828,943,1060,995,1085,763,894,1590,1703,1203,404,248,95,106,40898,17739,23072,209,1080,1174,2253,3706,2231,3149,2143,7127,21619,6859,400,6967,6747,18,286,0,279,63,23072,23018,54,23072,22913,159,11610,107,82,129,58,95,110,43,220,524,856,1063,1461,1534,2146,1387,821,339,358,104,90,26,13,34,10,9,31,-77.73025,39.633946,0.892092457
Validate,,Alexandria,Fairfax,Virginia,09/30/2005,22314,25636,10000174,LARGE,24921,24921,24921,,,13625,24243,1.78,13625,6681,6944,24921,24243,678,5391,13841,2.57,14163,14163,13625,538,13625,6760,6865,16099,11283,9899,1384,3057,518,0,2453,15,,71,41,152,774,46,746,7488,660,6828,4558,1102,3456,2333,943,1390,974,352,622,16099,11283,9899,1384,1229,92,29,20,14,4816,13637,954,374,395,353,489,509,436,580,524,1040,1534,1888,1207,935,1019,1400,71113,13637,1552,12085,13637,7502,6135,5413,265,195,135,123,152,158,66,136,134,240,440,649,519,579,618,1004,100526,55621,14141,433,1413,665,1791,1816,1492,1699,2023,2809,13603,7112,118,5473,708,0,0,6,102,84,14141,14084,57,14141,14117,24,6712,0,0,0,0,0,9,0,0,0,37,79,144,94,460,410,411,378,1011,786,1027,825,724,178,139,12,20,-77.05139,38.806163,0.9003297214
Validate,,Roanoke,Roanoke,Virginia,03/22/2007,24018,49091,10000347,SMALL,28877,24014,24014,,,12126,28755,2.37,12126,3195,8931,28877,28755,122,8480,24388,2.88,12683,12683,12126,557,12126,9634,2492,14735,13944,13162,782,51,35,0,0,0,,16,0,15,62,44,619,12049,51,11998,1363,0,1363,258,0,258,446,0,446,14735,13944,13162,782,690,47,36,9,0,791,12194,446,501,414,599,669,569,788,736,642,1252,1534,1740,982,495,384,443,55734,12194,1528,10666,12194,6944,5250,8507,123,108,158,303,341,320,413,512,421,898,1279,1600,831,426,362,412,66698,30033,12701,179,933,994,2345,3198,2719,1569,401,363,12153,6273,323,4317,1157,0,52,0,9,22,12701,12678,23,12701,12689,12,9640,16,7,15,8,6,0,12,14,98,107,219,307,773,2211,1819,1274,719,758,590,449,86,97,29,26,9,15,-80.02477,37.229786,0.9073575868
Validate,,Radford,Pulaski,Virginia,05/01/2007,24141,8046,10000338,SMALL,18989,14581,0,,,8358,18845,2.25,8358,2548,5810,18989,18845,144,4386,12129,2.77,9046,9046,8358,688,8358,4484,3874,9308,8519,7741,778,21,21,0,0,0,,0,8,28,492,42,198,7488,21,7467,994,0,994,338,0,338,290,0,290,9308,8519,7741,778,649,82,28,9,10,789,8342,1586,773,665,692,543,489,379,454,514,611,657,541,161,105,109,63,29281,8342,623,7719,8342,2768,5574,4301,243,178,232,282,297,293,210,300,383,438,554,503,147,105,98,38,46218,17700,9047,70,443,784,1625,1725,1308,982,1068,1042,8358,2486,328,4313,984,17,205,0,17,8,9047,8976,71,9047,8981,66,4439,139,18,37,58,33,39,43,125,314,454,517,497,432,623,382,226,148,156,123,42,18,7,0,8,9,12,-80.57325,37.11979,0.9091356623
Validate,,Westminster,Carroll,Maryland,04/10/2006,21157,23369,10000118,SMALL,34512,22500,22500,,,12551,32761,2.61,12551,2906,9645,34512,32761,1751,9012,27840,3.09,13048,13048,12551,497,12551,9121,3430,17728,16289,14630,1659,321,75,8,209,7,,8,16,18,492,47,545,8954,56,8898,3064,0,3064,2697,36,2661,2468,229,2239,17728,16289,14630,1659,1316,187,91,41,24,1439,12622,715,604,597,650,611,734,600,637,748,1255,1783,1853,1057,354,208,216,52407,12622,1432,11190,12622,5800,6822,9292,233,232,272,368,359,452,324,520,585,968,1610,1650,976,346,194,203,62627,22871,13078,233,855,1255,2401,2825,1427,1152,791,2139,12581,2514,316,5037,4289,7,390,0,17,11,13078,13028,50,13078,13049,29,9146,0,13,0,0,0,8,0,6,19,42,137,151,550,1041,1929,1796,1169,1241,646,297,35,66,0,0,13,19,-76.98926,39.563901,0.9133223984
